key_resp.corr,trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,45,44,up,0.005,db,0.05075396832863451,0.0007324999896809459,120.78114640002605,120.78114640002605,121.08055640000384,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,46,45,up,0.005,db,0.05075396832863451,0.0008112999785225838,123.21394060002058,123.21394060002058,123.51374000002397,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,47,46,up,0.005,db,0.05075396832863451,0.0006337999948300421,125.66417800000636,125.66417800000636,125.96402770001441,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,48,47,down,0.005,db,0.05072476040343676,0.0012829999905079603,128.13041710000834,128.13041710000834,128.4302536000032,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,49,48,up,0.005,db,0.05075396832863451,0.0016375999839510769,130.54642100000638,130.54642100000638,130.8461585000041,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,50,49,up,0.005,db,0.050783193072105784,0.0005262999911792576,133.01301460000104,133.01301460000104,133.31245620001573,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,51,50,up,0.005,db,0.05081243464353473,0.00041039998177438974,135.44613050000044,135.44613050000044,135.74571700001252,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,52,51,up,0.005,db,0.05081243464353473,0.0007198000093922019,137.9958231000055,137.9958231000055,138.29577170000994,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,53,52,up,0.005,db,0.05081243464353473,0.00068450000253506,140.44533170000068,140.44533170000068,140.74509620000026,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,54,53,up,0.005,db,0.05084169305261109,0.00065640002139844,142.84479590001865,142.84479590001865,143.14447680002195,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,55,54,up,0.005,db,0.050870968309030186,0.0007401999901048839,145.17799580001156,145.17799580001156,145.47783150000032,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,56,55,up,0.005,db,0.050870968309030186,0.0006259999936446548,147.76106230000732,147.76106230000732,148.06072760000825,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,57,56,up,0.005,db,0.050870968309030186,0.000687299994751811,150.26085060002515,150.26085060002515,150.56051229999866,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,58,57,down,0.005,db,0.05084169305261109,0.0007137999928090721,152.66064330001245,152.66064330001245,152.96048960002372,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,59,58,down,0.005,db,0.05084169305261109,0.0006522999901790172,155.14357900002506,155.14357900002506,155.44309529999737,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,60,59,down,0.005,db,0.05084169305261109,0.0005975000094622374,157.51028320001205,157.51028320001205,157.80975040001795,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,61,60,down,0.005,db,0.05081243464353473,0.0006516000139527023,159.90955510002095,159.90955510002095,160.2092154000129,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,62,61,down,0.005,db,0.05081243464353473,0.0007637999951839447,162.3924953000096,162.3924953000096,162.69213450001553,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,63,62,down,0.005,db,0.05081243464353473,0.0004802999901585281,164.7590104000119,164.7590104000119,165.05848410000908,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,64,63,up,0.005,db,0.05084169305261109,0.001123499998357147,167.27500030002557,167.27500030002557,167.57477950002067,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,65,64,up,0.005,db,0.050870968309030186,0.001133999990997836,169.7249442000175,169.7249442000175,170.0246139000228,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,66,65,up,0.005,db,0.050870968309030186,0.0007237000099848956,172.20794670001487,172.20794670001487,172.50765020001563,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,67,66,up,0.005,db,0.050870968309030186,0.0010958999919239432,174.6408730999974,174.6408730999974,174.941049200017,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,68,67,down,0.005,db,0.05084169305261109,0.0006598999898415059,177.0575123000017,177.0575123000017,177.35703569999896,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,69,68,down,0.005,db,0.05084169305261109,0.0011354999733157456,179.45732010001666,179.45732010001666,179.75700330000836,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,70,69,down,0.005,db,0.05084169305261109,0.0012630999844986945,181.90673090002383,181.90673090002383,182.20631370000774,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,71,70,up,0.005,db,0.050870968309030186,0.0012115999998059124,184.38965409999946,184.38965409999946,184.6895255999989,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,72,71,up,0.005,db,0.050870968309030186,0.0013329999928828329,187.03952140000183,187.03952140000183,187.33900330000324,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,73,72,up,0.005,db,0.05090026042249292,0.0006341000262182206,189.62241150002228,189.62241150002228,189.92204000000493,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,74,73,up,0.005,db,0.05090026042249292,0.0006744999845977873,191.95522340000025,191.95522340000025,192.25581120001152,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,75,74,up,0.005,db,0.05092956940270578,0.0013945999962743372,194.37209160000202,194.37209160000202,194.67158480000217,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,76,75,up,0.005,db,0.05092956940270578,0.0006582000060006976,196.92173680002452,196.92173680002452,197.2215792000061,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,77,76,up,0.005,db,0.05095889525938084,0.001702100009424612,199.33756530002574,199.33756530002574,199.63747770001646,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,78,77,up,0.005,db,0.05098823800223577,0.0005884999991394579,201.7711879000126,201.7711879000126,202.07103859999916,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,79,78,up,0.005,db,0.05098823800223577,0.001463000022340566,204.12089160000323,204.12089160000323,204.42065300000831,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,80,79,up,0.005,db,0.05098823800223577,0.0014826000260654837,206.45426710002357,206.45426710002357,206.75364500001888,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,81,80,up,0.005,db,0.051017597640993846,0.0014404999965336174,208.82022540000617,208.82022540000617,209.11997950001387,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,82,81,up,0.005,db,0.05104697418538392,0.0013799000007566065,211.20364900000277,211.20364900000277,211.50342550000641,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,83,82,up,0.005,db,0.05104697418538392,0.0016023000061977655,213.56928220001282,213.56928220001282,213.86931490001734,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,84,83,up,0.005,db,0.05104697418538392,0.0006097000150475651,216.13584800000535,216.13584800000535,216.435561899998,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,85,84,up,0.005,db,0.05107636764514046,0.0012330000172369182,218.63600110000698,218.63600110000698,218.93540450002183,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,86,85,up,0.005,db,0.05107636764514046,0.0012427999754436314,221.00228850002168,221.00228850002168,221.30171640001936,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,87,86,up,0.005,db,0.05107636764514046,0.0014467999862972647,223.4680763000215,223.4680763000215,223.76809769999818,1,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,88,87,down,0.005,db,0.05104697418538392,0.0014192000089678913,225.86796280002454,225.86796280002454,226.16770340001676,0,199656,001,2022-09-08_16h18.57.916,staircase exp,2022.2.2,60.01356307071888,
